Well	Row	Column	Timepoint	Compound	Conc	Non-border cells - Number of Objects	Non-border cells - Total Spot Area - Mean per Well	Non-border cells - Relative Spot Intensity - Mean per Well	Non-border cells - Number of Spots - Mean per Well	Non-border cells - Number of Spots per Area of Cytoplasm - Mean per Well	Non-border cells - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Non-border cells - Nucleus Area [µm²] - Mean per Well	Non-border cells - Nucleus Roundness - Mean per Well	Non-border cells - Nucleus Symmetry 02  - Mean per Well	Non-border cells - Nucleus Symmetry 03  - Mean per Well	Non-border cells - Nucleus Symmetry 04  - Mean per Well	Non-border cells - Nucleus Symmetry 05  - Mean per Well	Non-border cells - Nucleus Symmetry 12  - Mean per Well	Non-border cells - Nucleus Symmetry 13  - Mean per Well	Non-border cells - Nucleus Symmetry 14  - Mean per Well	Non-border cells - Nucleus Symmetry 15  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 30%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 40%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 50%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 60%  - Mean per Well	Non-border cells - Nucleus Axial Small Length  - Mean per Well	Non-border cells - Nucleus Axial Length Ratio  - Mean per Well	Non-border cells - Nucleus Radial Mean  - Mean per Well	Non-border cells - Nucleus Radial Relative Deviation  - Mean per Well	Non-border cells - Nucleus Profile 1/2  - Mean per Well	Non-border cells - Nucleus Profile 2/2  - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Spot 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Hole 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Edge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Ridge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Valley 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Saddle 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Bright 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Dark 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Spots MCTracker Deep Red Mean - Mean per Well	Non-border cells - Spots Area [µm²] - Mean per Well	Non-border cells - Spots Roundness - Mean per Well	Non-border cells - Spots Width [µm] - Mean per Well	Non-border cells - Spots Length [µm] - Mean per Well	Non-border cells - Spots Symmetry 02  - Mean per Well	Non-border cells - Spots Symmetry 03  - Mean per Well	Non-border cells - Spots Symmetry 04  - Mean per Well	Non-border cells - Spots Symmetry 05  - Mean per Well	Non-border cells - Spots Symmetry 12  - Mean per Well	Non-border cells - Spots Symmetry 13  - Mean per Well	Non-border cells - Spots Symmetry 14  - Mean per Well	Non-border cells - Spots Symmetry 15  - Mean per Well	Non-border cells - Spots Threshold Compactness 30%  - Mean per Well	Non-border cells - Spots Threshold Compactness 40%  - Mean per Well	Non-border cells - Spots Threshold Compactness 50%  - Mean per Well	Non-border cells - Spots Threshold Compactness 60%  - Mean per Well	Non-border cells - Spots Axial Small Length  - Mean per Well	Non-border cells - Spots Axial Length Ratio  - Mean per Well	Non-border cells - Spots Radial Mean  - Mean per Well	Non-border cells - Spots Radial Relative Deviation  - Mean per Well	Non-border cells - Spots Profile 1/5  - Mean per Well	Non-border cells - Spots Profile 2/5  - Mean per Well	Non-border cells - Spots Profile 3/5  - Mean per Well	Non-border cells - Spots Profile 4/5  - Mean per Well	Non-border cells - Spots Profile 5/5  - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Spot 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Hole 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Edge 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Ridge 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Valley 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Saddle 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Bright 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Dark 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Correlation 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Contrast 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Cytoplasm Alexa 594 Mean - Mean per Well	Non-border cells - Intensity Cell Alexa 488 Mean - Mean per Well
D5	4	5	7	Sunitinib Malate	1.9	790	1688.72	0.08	67.79	0.02	12577.04	128.8	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.02	1.12	1.11	1.07	1	6.2	0.79	6.63	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.45	12998.49	594.62	0.1	4.02	16.75	0.43	0.19	0.25	0.17	0.53	0.23	0.34	0.23	0.35	0.44	0.54	0.66	16.82	0.48	26.41	0.48	0.97	1.39	2.11	0.94	0.79	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.37	0.31	2519.61	606.53
D5	4	5	8	Sunitinib Malate	1.9	786	1687.57	0.08	68.38	0.02	12355.59	127.62	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.02	1.12	1.1	1.07	1	6.18	0.79	6.59	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.45	12792.12	594.19	0.1	3.97	16.55	0.44	0.18	0.26	0.17	0.55	0.22	0.34	0.22	0.35	0.44	0.54	0.66	16.61	0.47	26.59	0.48	0.97	1.39	2.14	0.95	0.8	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.38	0.31	2497.83	632.74
D5	4	5	9	Sunitinib Malate	1.9	790	1673.61	0.08	66.05	0.02	12488.47	125.45	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.02	1.11	1.1	1.07	1	6.13	0.79	6.54	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.44	12575.79	589.22	0.1	4.03	16.77	0.44	0.19	0.26	0.17	0.54	0.23	0.34	0.23	0.36	0.45	0.55	0.67	16.52	0.48	26.18	0.48	0.97	1.38	2.19	1	0.82	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.39	0.32	2405.54	661.18
D5	4	5	10	Sunitinib Malate	1.9	789	1662.99	0.08	67.96	0.02	13150.22	124.36	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.02	1.11	1.1	1.07	1	6.1	0.79	6.5	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.06	0.44	12750.36	585.59	0.1	3.93	16.22	0.44	0.17	0.26	0.17	0.54	0.22	0.34	0.22	0.36	0.44	0.54	0.66	16.57	0.47	26.39	0.48	0.97	1.39	2.13	0.98	0.81	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.38	0.31	2282.29	693.41
D5	4	5	11	Sunitinib Malate	1.9	794	1642.12	0.08	67.18	0.02	12912.01	122.36	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.1	1.06	1	6.04	0.79	6.45	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.44	12782.53	578.09	0.1	3.9	16.13	0.44	0.18	0.26	0.17	0.55	0.22	0.34	0.23	0.36	0.45	0.55	0.67	16.38	0.47	26.34	0.48	0.97	1.38	2.2	1.01	0.82	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.39	0.32	2301.71	721.74
D5	4	5	12	Sunitinib Malate	1.9	794	1628.28	0.08	65.82	0.02	13128.25	121.8	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.1	1.06	1	6.03	0.79	6.43	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.44	12613.91	573.29	0.11	3.94	16.5	0.44	0.18	0.26	0.17	0.55	0.22	0.35	0.23	0.37	0.46	0.56	0.69	16.27	0.47	26.05	0.48	0.97	1.37	2.26	1.04	0.85	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.39	0.32	2272.7	749.08
D5	4	5	13	Sunitinib Malate	1.9	791	1593.68	0.08	66.74	0.02	13513.55	119.85	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.1	1.06	1	5.97	0.79	6.36	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.06	0.43	12332.21	561.07	0.11	3.84	15.83	0.44	0.18	0.27	0.17	0.55	0.22	0.36	0.22	0.38	0.47	0.57	0.7	16.15	0.47	26.13	0.48	0.97	1.37	2.22	1.04	0.84	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.39	0.32	2102.58	769.23
D5	4	5	14	Sunitinib Malate	1.9	795	1550.29	0.08	63.87	0.02	13773.8	117.18	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.1	1.06	1	5.9	0.79	6.28	0.4	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.42	12220.06	545.78	0.11	3.86	16.29	0.45	0.18	0.26	0.17	0.55	0.22	0.35	0.23	0.38	0.47	0.57	0.69	15.84	0.47	25.71	0.49	0.97	1.36	2.28	1.07	0.87	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.41	0.32	2059.97	785.57
D6	4	6	1	Sunitinib Malate	1.9	765	1730.74	0.08	67.35	0.02	11780.84	135.58	0.97	0.13	0.03	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.11	1.08	1.01	6.38	0.79	6.85	0.4	0.93	1.2	0.02	0	0.13	0.02	0	0.01	0.03	0	0.86	0.01	0.04	0.47	10457.97	609.33	0.1	4.02	16.72	0.4	0.19	0.23	0.16	0.5	0.23	0.3	0.22	0.38	0.48	0.59	0.72	17.58	0.51	25.83	0.48	0.97	1.36	2.23	0.83	0.58	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.37	0.31	3154.26	421.77
D6	4	6	2	Sunitinib Malate	1.9	752	1763.56	0.08	70.47	0.02	10812.69	132.23	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.1	1.06	0.98	6.3	0.78	6.77	0.4	0.93	1.2	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	11457.13	620.87	0.1	3.97	16.44	0.42	0.18	0.23	0.17	0.52	0.22	0.31	0.22	0.37	0.46	0.57	0.69	17.51	0.5	26.32	0.48	0.97	1.38	2.23	0.84	0.62	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.38	0.31	3067.77	431
D6	4	6	3	Sunitinib Malate	1.9	736	1788.15	0.08	71.07	0.02	11969.05	132.73	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.1	1.06	0.99	6.31	0.79	6.77	0.4	0.93	1.2	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	12337.44	629.6	0.09	4.02	16.59	0.43	0.18	0.25	0.17	0.53	0.22	0.33	0.22	0.36	0.45	0.55	0.67	17.48	0.49	26.9	0.48	0.97	1.39	2.1	0.87	0.67	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.36	0.31	2851	477.43
D6	4	6	4	Sunitinib Malate	1.9	726	1777.04	0.09	71.34	0.02	12335.54	130.79	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.1	1.06	0.98	6.25	0.78	6.72	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	12849.11	625.65	0.09	4.07	17.21	0.43	0.18	0.24	0.16	0.54	0.22	0.33	0.22	0.35	0.43	0.54	0.66	17.21	0.48	26.92	0.48	0.97	1.39	2.1	0.87	0.71	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.36	0.31	2865.19	510.04
D6	4	6	5	Sunitinib Malate	1.9	717	1805.14	0.08	71.83	0.02	12587.43	132.47	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.11	1.07	0.99	6.27	0.78	6.74	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.45	13149.01	635.58	0.1	4.08	17.03	0.43	0.18	0.24	0.17	0.54	0.22	0.33	0.22	0.35	0.44	0.54	0.65	17.3	0.48	26.97	0.48	0.97	1.39	2.06	0.88	0.73	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.35	0.32	2702.95	544.35
D6	4	6	6	Sunitinib Malate	1.9	727	1755.69	0.08	71.5	0.02	12638.62	130.03	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.03	1.11	1.1	1.06	0.98	6.22	0.79	6.68	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.45	13343.46	618.13	0.1	4.03	16.78	0.43	0.18	0.25	0.17	0.54	0.22	0.33	0.22	0.35	0.43	0.53	0.64	17.11	0.48	26.8	0.48	0.97	1.39	2.06	0.88	0.74	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.36	0.31	2755.13	576.53
D6	4	6	7	Sunitinib Malate	1.9	718	1791.58	0.08	72	0.02	12841.41	130.01	0.97	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.1	1.06	0.97	6.23	0.79	6.66	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.45	13421.51	630.75	0.09	4.05	16.8	0.43	0.18	0.25	0.16	0.53	0.22	0.33	0.22	0.34	0.43	0.53	0.65	17.3	0.48	26.92	0.48	0.97	1.39	2.09	0.9	0.76	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.36	0.32	2667.55	606.48
D6	4	6	8	Sunitinib Malate	1.9	722	1762.83	0.08	70.83	0.02	12935.44	127.98	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.02	1.11	1.1	1.06	0.99	6.17	0.79	6.61	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.45	13155.31	620.66	0.1	4.04	16.38	0.43	0.18	0.25	0.17	0.54	0.22	0.34	0.23	0.35	0.44	0.53	0.65	17.01	0.48	26.8	0.49	0.97	1.39	2.07	0.92	0.76	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.37	0.32	2436.89	632.6
D6	4	6	9	Sunitinib Malate	1.9	721	1760.01	0.08	70.32	0.02	13076.44	127.63	0.97	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.02	1.11	1.1	1.06	0.98	6.17	0.79	6.59	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	12964.88	619.59	0.1	4.07	16.93	0.43	0.17	0.24	0.17	0.54	0.22	0.33	0.23	0.35	0.43	0.53	0.65	16.89	0.47	26.67	0.49	0.97	1.38	2.08	0.94	0.77	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.36	0.32	2326.49	656.72
D6	4	6	10	Sunitinib Malate	1.9	725	1749.45	0.08	70.15	0.02	12658.94	126.54	0.97	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.1	1.05	0.97	6.14	0.79	6.56	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	13076.36	615.96	0.1	4.02	16.5	0.43	0.18	0.26	0.16	0.54	0.22	0.34	0.22	0.36	0.44	0.54	0.66	16.85	0.48	26.63	0.49	0.97	1.37	2.12	0.96	0.77	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.37	0.32	2496.21	693.29
D6	4	6	11	Sunitinib Malate	1.9	709	1757.57	0.08	70.11	0.02	13225.32	125.94	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.09	1.06	0.99	6.12	0.79	6.54	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.44	12977.96	618.78	0.1	4.02	16.92	0.43	0.18	0.25	0.17	0.54	0.22	0.33	0.23	0.35	0.44	0.54	0.65	17.04	0.48	26.79	0.48	0.97	1.37	2.14	0.98	0.79	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.37	0.33	2248.56	720.81
D6	4	6	12	Sunitinib Malate	1.9	718	1724	0.08	69.67	0.02	13298.5	124.42	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.09	1.05	0.97	6.07	0.79	6.49	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	12971.58	607	0.1	4.02	17.07	0.43	0.18	0.25	0.17	0.54	0.22	0.34	0.23	0.36	0.44	0.54	0.66	16.69	0.48	26.41	0.49	0.97	1.38	2.11	0.96	0.77	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.36	0.32	2063.59	757.78
D6	4	6	13	Sunitinib Malate	1.9	725	1681.65	0.08	68.31	0.02	13515.11	121.4	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.09	1.05	0.97	5.99	0.79	6.41	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	12729.86	592.04	0.11	3.96	16.67	0.44	0.18	0.25	0.17	0.55	0.22	0.34	0.23	0.36	0.45	0.55	0.65	16.37	0.47	26.35	0.49	0.97	1.36	2.15	1	0.79	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.9	0.06	0.37	0.33	2094.71	762.17
D6	4	6	14	Sunitinib Malate	1.9	722	1678.64	0.08	66.55	0.02	13660.06	119.13	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.09	1.05	0.98	5.93	0.79	6.32	0.4	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.42	12618.2	591.04	0.12	4.01	17.26	0.43	0.18	0.25	0.17	0.55	0.22	0.34	0.22	0.37	0.46	0.55	0.66	16.24	0.47	25.86	0.49	0.97	1.36	2.21	1.01	0.79	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.9	0.06	0.38	0.33	2066.56	787.15
D7	4	7	1	Sunitinib Malate	1.9	925	1441.27	0.08	56.95	0.02	12366.43	130.45	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.11	1.08	1.01	6.25	0.78	6.73	0.4	0.93	1.2	0.02	0	0.13	0.02	0	0.01	0.03	0	0.86	0.01	0.04	0.47	9684.95	507.42	0.13	3.94	15.42	0.42	0.18	0.24	0.17	0.52	0.22	0.32	0.22	0.4	0.5	0.61	0.74	15.87	0.5	23.74	0.48	0.98	1.36	2.05	0.76	0.54	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.88	0.06	0.33	0.32	3519.89	430.91
D7	4	7	2	Sunitinib Malate	1.9	895	1460.69	0.08	53.9	0.02	12939.15	129.21	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.11	1.11	1.08	1.02	6.2	0.78	6.67	0.4	0.93	1.21	0.02	0	0.13	0.02	0	0.01	0.03	0	0.86	0.01	0.05	0.46	10113.63	514.32	0.13	4.04	16.21	0.42	0.19	0.25	0.17	0.52	0.23	0.33	0.23	0.39	0.48	0.58	0.71	15.99	0.5	24.36	0.48	0.97	1.38	1.93	0.82	0.63	0.02	0	0.12	0.04	0	0.03	0.05	0	0.9	0.05	0.32	0.33	2654.11	438.05
D7	4	7	3	Sunitinib Malate	1.9	887	1444.85	0.08	56.03	0.02	12316.81	128.05	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.02	1.12	1.11	1.08	1.03	6.19	0.79	6.63	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.01	0.05	0.46	10782.26	508.75	0.13	3.98	16.26	0.44	0.19	0.27	0.17	0.54	0.22	0.35	0.23	0.4	0.49	0.58	0.7	15.48	0.48	24.28	0.48	0.97	1.38	2.01	0.84	0.68	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.34	0.32	2924.36	469.67
D7	4	7	4	Sunitinib Malate	1.9	883	1428.95	0.08	55.13	0.02	12522.82	126.16	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.02	1.12	1.11	1.08	1.01	6.14	0.79	6.56	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.01	0.05	0.45	11254.82	503.03	0.13	4.02	16.37	0.44	0.19	0.26	0.18	0.54	0.23	0.34	0.23	0.39	0.48	0.58	0.69	15.33	0.48	24.18	0.47	0.97	1.39	1.93	0.85	0.71	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.34	0.32	2922.34	503.16
D7	4	7	5	Sunitinib Malate	1.9	882	1397.13	0.08	55.68	0.02	13251.61	124.66	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.02	1.11	1.11	1.08	1.03	6.1	0.79	6.51	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.01	0.05	0.45	11668.16	491.82	0.14	3.95	16.09	0.44	0.19	0.26	0.17	0.54	0.23	0.34	0.22	0.39	0.47	0.57	0.69	15.21	0.48	24.06	0.48	0.98	1.38	1.89	0.85	0.73	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.32	0.32	2651.32	542.14
D7	4	7	6	Sunitinib Malate	1.9	868	1390.15	0.08	56.55	0.02	13620.28	122.95	0.96	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.03	1.11	1.1	1.07	1.01	6.05	0.79	6.47	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.45	12197.87	489.38	0.13	3.88	15.57	0.45	0.19	0.27	0.17	0.55	0.23	0.35	0.23	0.38	0.46	0.56	0.67	15.06	0.47	24.16	0.48	0.98	1.37	1.86	0.85	0.72	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.88	0.06	0.32	0.32	2692.04	584.7
D7	4	7	7	Sunitinib Malate	1.9	873	1380.56	0.08	55.67	0.02	13542.26	122.15	0.97	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.07	1.01	6.02	0.79	6.45	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.44	12313.09	486.06	0.13	3.92	15.5	0.44	0.19	0.26	0.17	0.54	0.23	0.34	0.22	0.38	0.46	0.55	0.67	15.19	0.48	24.05	0.47	0.98	1.37	1.92	0.86	0.72	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.88	0.06	0.33	0.32	2690.69	613.22
D7	4	7	8	Sunitinib Malate	1.9	862	1370.88	0.08	56.13	0.02	14399.95	121.32	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.07	1	5.99	0.79	6.42	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	12289.2	482.67	0.13	3.88	15.58	0.45	0.19	0.27	0.17	0.55	0.23	0.35	0.23	0.38	0.46	0.56	0.68	14.93	0.47	24.2	0.48	0.98	1.37	1.91	0.87	0.72	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.33	0.32	2422.25	643.9
D7	4	7	9	Sunitinib Malate	1.9	865	1349.46	0.08	54.45	0.02	13942.53	119.69	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.07	1.01	5.96	0.79	6.38	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	12341.05	475.18	0.13	3.9	16.21	0.45	0.19	0.27	0.18	0.55	0.23	0.35	0.23	0.38	0.46	0.56	0.68	14.91	0.47	24.05	0.48	0.97	1.37	1.94	0.89	0.73	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.34	0.32	2453.47	675.38
D7	4	7	10	Sunitinib Malate	1.9	855	1357.16	0.08	54.51	0.02	14529.39	119.27	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.06	1	5.95	0.79	6.36	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	12184.9	477.81	0.13	3.91	15.73	0.44	0.19	0.27	0.17	0.54	0.23	0.35	0.23	0.39	0.47	0.57	0.68	14.86	0.48	23.98	0.48	0.97	1.36	1.98	0.92	0.74	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.35	0.33	2262.81	703.25
D7	4	7	11	Sunitinib Malate	1.9	854	1327.79	0.08	54.1	0.02	14504.46	118.24	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.09	1.05	0.99	5.91	0.78	6.34	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	12277.23	467.5	0.13	3.87	15.07	0.45	0.18	0.27	0.17	0.56	0.22	0.36	0.23	0.38	0.47	0.56	0.68	14.72	0.47	23.97	0.48	0.97	1.36	1.97	0.91	0.74	0.02	0	0.12	0.04	0	0.03	0.05	0	0.89	0.06	0.34	0.32	2160.14	733.74
D7	4	7	12	Sunitinib Malate	1.9	855	1313.23	0.08	52.5	0.02	14309.5	117.41	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.09	1.05	0.99	5.89	0.79	6.31	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	11894.87	462.42	0.14	3.89	15.62	0.44	0.18	0.26	0.18	0.54	0.22	0.35	0.23	0.4	0.48	0.58	0.7	14.61	0.48	23.75	0.48	0.97	1.35	2.03	0.96	0.78	0.02	0	0.12	0.04	0	0.02	0.05	0	0.89	0.06	0.35	0.33	2188.6	749.29
D7	4	7	13	Sunitinib Malate	1.9	860	1258.62	0.07	51.22	0.02	14794.89	113.77	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.09	1.05	0.99	5.78	0.78	6.21	0.4	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.42	12258.25	443.14	0.15	3.8	14.86	0.45	0.19	0.27	0.17	0.55	0.23	0.36	0.23	0.41	0.49	0.59	0.71	14.29	0.47	23.36	0.48	0.97	1.35	2.01	0.95	0.76	0.02	0	0.12	0.04	0	0.02	0.05	0	0.88	0.06	0.34	0.33	2031.61	792.99
